Donald Trump,Negative,RT @johncardillo: Guess who had most speaking time at the #GOPDebate. @FoxNews moderators with 31.7% of time. http://t.co/2WSUT0c0Lx
No candidate mentioned,Negative,reason comment is funny 'in case you're ignorant' is the #gop #tcot are the reason the government isn't working for the people #gopdebate
Mike Huckabee,Negative,"RT @PamelaGeller: Huckabee: Paying for transgender surgery for soldiers, sailors and airmen does not make our country safer #Ha #GOPDebate"
Ted Cruz,Positive,"RT @ChuckNellis: Cruz has class &amp; truth, that gets my vote! #GOPDebate"
Donald Trump,Negative,RT @mchamric: RT southeast gass &amp; truth
No candidate mentioned,Negative,RT @erinmallorylong: No *I* hate Planned Parenthood and women more! NO I HATE PLANNED PARENTHOOD AND WOMEN MORE!!!!! #GOPDebate
No candidate mentioned,Neutral,RT @thekevinryder: #GOPDebate (Vine by @dabulldawg88) https://t.co/XKxVDrADce
No candidate mentioned,Negative,RT @MrPooni: Fox News trying to convince us young Black Americans are more worried about ISIS than police terrorism #GOPDebate http://t.co/
Marco Rubio,Negative,"#GOPDebate rankings: worst to be performance - Rubio, Kasich, Christie, Bush, Trump, Cruz, Walker, Paul, Huckabee, Carson."
Scott Walker,Negative,RT @TheBaxterBean: Scott Walker's Abortion Ban Allows Rapist Father To Sue For Emotional Distress http://t.co/rHMvgumuir #GOPDebate @Badger
No candidate mentioned,Negative,"RT @feministabulous: It's not a competition, but how have we moved so far on gay rights but women's rights is worse than it's ever been? #G"
Donald Trump,Negative,RT @mch7576: RT e& Canada)not a competition
No candidate mentioned,Negative,RT @HillaryClinton: Watch the #GOPdebate? Bet you feel like donating to a Democrat right about now. http://t.co/pGlQCqQgOP http://t.co/QP1e
No candidate mentioned,Negative,@fbhw they're going to need to borrow the train horn for the next #GOPDebate ! The little bell was wimpy! #hornmeansyouredone
Ted Cruz,Negative,RT @LisaVikingstad: Ted Cruz at the #GOPDebate will be like Ted Cruz in bed. He will keep a confusingly sad look on his face and refuse to 
No candidate mentioned,Neutral,The First #GOPDebate: Social Media Reaction and More http://t.co/X6KUVSkltF
No candidate mentioned,Neutral,#SocialMedia: The First #GOPDebate: Social Media Reaction and More http://t.co/ogoYfNyiKj
No candidate mentioned,Negative,RT WinesdayPodcast : An update on FoxNews tech failures for the #GOPDebate http://t.co/FGGlf2J5HU http://t.co/Zw35DkUozi
No candidate mentioned,Negative,"RT @AmyMek: The Torched has been passed -&gt;.@CandyCrowley is no longer the most Famous Political Assassin! Congratulations @megynkelly, U Wi"
No candidate mentioned,Negative,RT @stockwizards3: Trump/Carson ticket would win in a landslide... @realDonaldTrump @seanhannity @AnnCoulter #Republican #potus #Trump2016  Wi
Jeb Bush,Negative,"RT @kvxrdashian: Jeb Bush: ""Obama is at fault, not my brother, because Obama didn't clean up the mess my brother made."" #GOPDebate http://tot "
No candidate mentioned,Negative,"RT @ali: After the Fox News #GOPDebate, we primary voters are none the wiser on the policy plans these folks are putting forth. Journalism  Wi"
No candidate mentioned,Neutral,RT @itsashlyperez: listening to fetty wap while packing because i'm a true american #GOPDebate #doesthishashtagexpire?
Donald Trump,Negative,RT @mgell: Trump is a cross between the shrug emoji and President Business from the Lego movie. #GOPDebate
No candidate mentioned,Negative,"RT @JamelleMyBelle: Meanwhile, in the White House...  #GOPDebate http://t.co/nouUUt5hKq"
No candidate mentioned,Neutral,"RT @RowdyGentleman: If youile, in the White House...  #GOPDebate http://t.co/nouUUt5hKqo movie. #GOPDebateshta"
No candidate mentioned,Negative,RT @brownblaze: PLEASE RT. #KKKorGOP #GOPDebate http://t.co/YaqYAC3uV3
Donald Trump,Negative,"Trump thinks criticism of his misogynistic remarks is a ""political correctness"" problem. Nope, it's a pervasive #sexism problem. #GOPDebate"
No candidate mentioned,Negative,RT @LeKarmaSucre: How the #GOPDebate handled #BlackLivesMatter   http://t.co/8ZGdY6lPCT
Donald Trump,Neutral,RT @palmaceiahome1: The goal of #FoxNews last night was to take out Trump and pave the way for a RINO like Bush or Kasich. #GOPDebate
Donald Trump,Neutral,RT @philstockworld: From our Live Chat Room: #GOPDebate #Trump #Futures $SPY #NonFarmPayrolls #Jobs #Netflix -- http://t.co/0K06Sf81rq http Wi
Donald Trump,Positive,??S@DanScavino: #GOPDebate w/ @realDonaldTrump delivered the highest ratings in the history of presidential debates. #Trump2016 Fox say thanks
Mike Huckabee,Negative,"RT @gov: Most-Tweeted @GovMikeHuckabee #GOPDebate moment: saying purpose of military ""to kill people/break things"" re trans servicemembers"
No candidate mentioned,Neutral,RT @ariannahuff: The best and worst from the #GOPDebate http://t.co/YkI30j7hhO
Rand Paul,Positive,"RT @megynkelly: .@ChrisStirewalt: Big moments were @RandPaul vs. @ChrisChristie, and @realDonaldTrump reaction to women question. #KellyFilnks"
No candidate mentioned,Negative,"RT @STYLEMOM: Here's a question, WHY in the hell are WOMEN &amp; our body parts even in this debate? Foh, stop it, it's not 1965 wtf #GOPDebate"
Donald Trump,Negative,@rushlimbaugh Americans getting beheaded overseas and @megynkelly is worried whether @realDonaldTrump calls Rosie O'Donnell fat? #GOPDebate
No candidate mentioned,Negative,"RT @ChuckNellis: I won't defend @FoxNews, they were FAR from fair OR balanced last night, but name calling is juvenile. #GOPDebate"
No candidate mentioned,Negative,"RT @theskysgoneout: To non-Christians, #GOPDebate ""God"" questions underline how little anyone really cares about religious minorities. Chriigh"
No candidate mentioned,Negative,RT @Bipartisanism: The #GOPDebate response to #BlackLivesMatter was pathetic. http://t.co/isMXbrRM0h
No candidate mentioned,Negative,RT @factcheckdotorg: .@JebBush said he cut FL taxes by $19B. But that includes cuts in estate taxes mandated by federal law. #GOPDebate. htbat
No candidate mentioned,Negative,"RT @mydaughtersarmy: Dear GOP, If you want to stop abortions...   #GOPDebate  http://t.co/RbL1t4iPx6"
Ted Cruz,Positive,"RT @KarrattiPaul: Join ISIS and sign your death warrant, Signed @tedcruz next President of the USPx6mandated by federal law. #GOPDebate. htbate"
No candidate mentioned,Negative,RT @P0TUS: #GOPDebate closing statements: http://t.co/S15NLilLso
No candidate mentioned,Negative,RT @AmyMek: Status orsada)ing statements: http://t.co/S15NLilLso@tedcruz next President of the USPx6mandated by federal law. #GOPDebate. htbate
Donald Trump,Positive,"RT @FrankLuntz: Before the #GOPDebate, 14 focus groupers said they had favorable view of Trump.  After, only 3 saw him positively.  http://bat"
No candidate mentioned,Positive,RT @_Holly_Renee: Just made my first donation to @CarlyFiorina. So impressed by her #GOPDebate performance. #Fiorina http://t.co/JLfhFvZ7ST
No candidate mentioned,Negative,RT @TheJimHughes: If we want to stop sending foreign aid to places that burn our flag can we start with Berkeley? #GOPDebate
Rand Paul,Neutral,RT @frankthorpNBC: The Rand Paul eye roll to Chris Christie at the #GOPDebate https://t.co/hf318QSoWD
John Kasich,Neutral,RT @JohnKasich: Scrap the President's Iran deal. Iran canie at the #GOPDebate https://t.co/hf318QSoWDth Berkeley? #GOP
No candidate mentioned,Neutral,Trying to decide if it's too early to come back to Twitter fulltime. Was gonna wait closer to election but the #GOPDebate may have me hooked
Donald Trump,Positive,RT @MsPackyetti: Donald Trump's campaign reveals 1 important thing: Twitter Trolls are real people.  And they vote.   That should scare evedat
Donald Trump,Negative,"RT @Bipartisanism: Those saying ""don't worry, Trump will NEVER be elected"" need to remember we elected George Bush. Twice. #GOPDebate http:g: "
Donald Trump,Negative,"Fox News Had Its Own #GOPDebate Agenda: Promote Carly ""never mention fired from HP"" Fiorina, &amp; run Trump out of race http://t.co/9k1eujdFo7"
No candidate mentioned,Negative,"RT @HlLLARY: Oh, one more thing. Did anyone hear anything about affordable child care for working families last night in the #GOPDebate ? Idat"
Jeb Bush,Negative,"RT @NaughtyBeyotch: RT @AllenWestRepub ""Dear @JebBush #GOPDebate #NotAMistake http://t.co/WQnSuPSPkC"""
No candidate mentioned,Positive,@marthamaccallum @billhemmer #gopdebate Bill and Martha were the A Team in the first debate. 2nd debate was an ambush.
Donald Trump,Negative,"The Country's going to hell and Megyn Kelly on #FoxNews is attacking Trump for a ""war on women?"" #GOPDebate"
No candidate mentioned,Positive,"RT @Franklin_Graham: 1st #GOPDebate--Encouraging to see several candidates express their faith in God and His Son, Jesus Christ. http://t.cdat"
Donald Trump,Negative,"RT @SnarkyDemo: #DonaldTrump said he-Encouraging to see several candidates express their faith in God and His Son, Jesus Christ. http://t.cdate"
No candidate mentioned,Negative,RT @Bipartisanism: A message to the #GOPDebate candidates: http://t.co/WFK5CmVgiN
No candidate mentioned,Negative,RT @davidcicilline: This is the worst episode of The Apprentice that I've ever seen. #GOPDebate
No candidate mentioned,Neutral,"RT @GovMikeHuckabee: Luntz: ""As the lines go up, they almost reach 100. It almost never happens in the dial research we do."" #GOPDebate htt up"
No candidate mentioned,Negative,"RT @lolhayley: ""The purpose of the military is to kill people and break things."" - something an actual man running for president just said ngs"
No candidate mentioned,Negative,Wondering if I could get the Republican Party to pay for my liver transplant after playing @mtaibbi #GOPDebate drinking game last night.
No candidate mentioned,Positive,RT @BrandonDHowell: Great way to start Friday. #CarlyFiorina @CarlyFiorina #GOPDebate http://t.co/1ai9CuZ8bY
Ted Cruz,Positive,"RT @tedcruz: If elected, on my first day as President, I'll rescind every illegal and unconstitutional executive order enacted by Pres. Obadat"
Donald Trump,Neutral,RT @Ronnie2K: Donald Trump during #GOPDebate be like... https://t.co/jCUirk1i1u
No candidate mentioned,Neutral,RT @bruneski: Was upstairs putting the kids to bed. How many questions about climate change did I miss? #GOPDebate #GOPClownCar
No candidate mentioned,Negative,TheyDornerte mentionedada) putting the kids to bed. How many questions about climate change did I miss? #GOPDebate #GOPClownCarby Pres
No candidate mentioned,Negative,RT @learjetter: Hey @Foxnews let #REPUBLICANS digest #GOPDebate before allowing crazy @DWStweets to TRASH OUR #GOP! @LadySandersfarm http:/dat
Donald Trump,Negative,RT @TheBaxterBean: Watch Donald Trump Receive Enormous Applause for Horribly Misogynistic #GOPDebate Answer http://t.co/R4e8TpOtd5 http://tdat
No candidate mentioned,Neutral,A few of my favorite #Twitter responses to the #GOPDebate last night: http://t.co/2IqcdrCdlm http://t.co/7TDMA3VLM8
No candidate mentioned,Positive,"Even though she's a super conservative reporter, I actually like Megyn Kelly's interview style &amp; she did great at the #GOPDebate"
No candidate mentioned,Negative,RT @kingsthings: The #GOPdebate is not a debate at all. It's a series of 1 minute opportunities to avoid answering a question one candidatedat
No candidate mentioned,Positive,RT @MelissaGracey: Credit for this joke goes to someone else but it is funny! #GOPDebate http://t.co/iCreDSSplR
No candidate mentioned,Positive,RT @Reince: Simply incredible. http://t.co/apXM8AO8jf Last night's #GOPDebate doubled the previous record for most-watched primary debate idat
No candidate mentioned,Negative,"RT @KateThomas: This literally couldn't be more true for me. ""I Watched the #GOPDebate &amp; All I Got Was a Lousy Hangover"" http://t.co/cxch7Xeba"
Donald Trump,Negative,RT @fl_dreamer: Haha a little saas from @voxdotcom this morning towards @realDonaldTrump. #FactChecked #GOPDebate http://t.co/dAeCtmLlaj
Jeb Bush,Neutral,"RT @TexasCruzn: RT @AllenWestRepub ""Dear @JebBush #GOPDebate #NotAMistake http://t.co/1z3VuFjZlw"""
No candidate mentioned,Negative,RT @zellieimani: What people saw in person vs what we saw on tv. #GOPDebate http://t.co/QlGsXRH5Hw
Marco Rubio,Negative,RT @TheBaxterBean: Marco Rubio Told To His Face He's 'Candidate Of Yesterday' For His Anti-Gay Bigotry http://t.co/a4EiuETTLf #GOPDebate htdat
Donald Trump,Negative,"RT @carIisIe: None of them have made Trump look out of place or foolish yet. Think about that. When you're done crying, think about it agaidat"
No candidate mentioned,Neutral,"RT @akbarjenkins: Maybe the GOP just got Piven &amp; Cloward confused with Pinkard &amp; Bowden? ""She thinks I steal cars..."" @kevinbaker @KevinMKrs.."
No candidate mentioned,Positive,Had a great time watching the #GOPDebate last night http://t.co/qCmxMU8MLP
Donald Trump,Negative,"RT @JRehling: #GOPDebate Donald Trump says that he doesn't have time for political correctness. How does calling women ""fat pigs"" save him ng:"
No candidate mentioned,Negative,RT @theonlyadult: This is the @POTUS we have now. One of the people on TV now might be the next one. RIP everything. #GOPDebate http://t.codat
Donald Trump,Neutral,I think @realDonaldTrump was caught by surprise by that first question and was never able to recover his equilibrium. #GOPDebate
No candidate mentioned,Negative,"RT @kirahoffy: ""@FoxNews web stream and mobile app fail during #GOPDebateirst question and was never able to recover his equili"
John Kasich,Positive,"RT @JohnKasich: John Kasich helped Ohioans create 350,000 new jobs. He can do it for America. #GOPDebate http://t.co/kBzfBJyp2C"
No candidate mentioned,Positive,Please help the Maryknoll Sisters replace windows in their convent https://t.co/fDgXG3VV13 #Catholic #gofundme #trcot #GOPDebate
No candidate mentioned,Neutral,"RT @CarlyFiorina: At #GOPDebate, I won over our largest audience yet. Can you chip in $3 to help us keep it up?https://t.co/nzYnC1JRxS httpdat"
Donald Trump,Negative,Trump just said @JebBush is a true gentleman &amp; then they started violently 69ing. #GOPDebate
No candidate mentioned,Negative,RT @cameronesposito: Ugh will these guys ever shut up about how much they respect women? #GOPDebate
Donald Trump,Negative,RT @SnarkyDemo: What did the #GOPDebate teach us about a future President Trump?  America probably wonep it up?https://t.co/nzYnC1JRxS httpdate
No candidate mentioned,Negative,"RT @congoboy: This is going to be a long, tiring election season.  ""shockingly ill-informed"" candidates at #GOPDebate http://t.co/vTK1k0tXig e"
Marco Rubio,Neutral,"RT @AmyMek: ""God has blessed the Republican party with many great candidates, @TheDemocrats can't even find one"" - @marcorubio #GOPDebate"
John Kasich,Neutral,RT @JohnKasich: The miracle can happen to you. Grow opportunity and grow jobs. #GOPDebate http://t.co/lNqhDgTUdK
Scott Walker,Negative,RT @MattyIceAZ: Scott Walker can't even carry his own state. #GOPDebate
No candidate mentioned,Negative,"RT @XLNB: Black people, if you need anymore indication why Republicans hate us. Peep this. #GOPDebate http://t.co/Bh0ChsY5Eh"
No candidate mentioned,Negative,"RT @Smethanie: Sure, God told me I should run, and the Tooth Fairy agreed and all the Teletubbies voted yes, so here I am. #GOPDebate"
Donald Trump,Negative,RT @palmaceiahome1: Trump should have told Megyn Kelly to go to HELL! #FoxNews #GOPDebate
No candidate mentioned,Negative,"RT @palmaceiahome1: Caller on the Rush Limbaugh show:""I have lost all respect for Fox News."" #FoxNews #GOPDebate"
Donald Trump,Negative,"RT @realDonaldTrump: ""@stinger_inc: @realDonaldTrump  @megynkelly's behaviour at the #GOPDebate was astonishingly biased."""
Marco Rubio,Positive,"Republicans Debate Economics: Rubio Wins, Bush Falters, Huckabee Exaggerates http://t.co/mOlloaQhWQ #GOPdebate #knowmorenotless @GPNAPLang"
No candidate mentioned,Negative,RT @JamesViser: Huh. Half of Clinton's charity went to...the Clintons! http://t.co/BVwRoSgWAL #copolitics #Hillary2016 #StopHillary #UniteBdat
Donald Trump,Negative,"RT @kraig4u: #GOPDebate  The order was to ""take out Trump"", but I wonder if FOX News was the one who took the ""order"" seriously. @HeidiL_RN"
No candidate mentioned,Neutral,RT @DiegoUK: Democrats watching the #GOPDebate last night http://t.co/7v4WJok3vM  #p2 #ctl #topprog #tcot #tlot
Donald Trump,Negative,RT @AmyMek: We all owe @realDonaldTrump a huge thank you 4 exposing to the world  #p2 #ctl #topprog #tcot #tlotary2016 #StopHillary #UniteBdate
Scott Walker,Negative,RT @TheBaxterBean: Scott Walker Lies: Says WI Budget Has $535M Surplus (Actually Has $1.76B Deficit) http://t.co/VVMxzkxLKr #GOPDebate httpdat
No candidate mentioned,Positive,You're right Last I heard @SenSanders was that only women could give birth to s child. Has that changed? #GOPDebate  https://t.co/5HkCefp1hf
No candidate mentioned,Neutral,"RT @pattonoswalt: ""Have any of you received a word from God?"" = ""Are any of you soup-sandwich crazy?"" #GOPDebate"
No candidate mentioned,Negative,"RT @FrankConniff: Fox News #GOPDebate interviewer to candidates: ""What's your take on these GOP talking points I'm feeding you?"""
No candidate mentioned,Negative,RT @LeslieMac: But the murder of black ppl is just fine- just not unborn black babies? #GOPLogic #GOPDebate
No candidate mentioned,Neutral,RT @HillaryClinton: Missing Jon Stewart already. #GOPdebate #JonVoyage -H
Chris Christie,Positive,RT @CharlotteLaws: Chris Christie is really standing out at the #GOPdebate
Donald Trump,Positive,"RT @libertyjibbet: Hey .@realDonaldTrump You know who didn't whine about ""unfair"" questions? @CarlyFiorina Grow a set why don't ya'. #GOPDe't "
No candidate mentioned,Negative,You can't be pro-life AND have watched that 2 hour abortion last night. #GOPDebate #forkedtongue #IseeOrangePeople
Donald Trump,Negative,"RT @DanScavino: .@MegynKelly, You failed the American people tonight.  You tried to make history, by destroying @realDonaldTrump. #KellyFaifat"
No candidate mentioned,Negative,"RT @edstetzer: Btw... when you mix politics and religion, you get politics. #GOPDebate"
Marco Rubio,Positive,RT @TeamMarco: Marco nailed it on abortion. We must protect life. #GOPDebate http://t.co/Nn6S7dO22J
Donald Trump,Negative,@megynkelly @BretBaier @foxnews WTF was up with Chris Wallace attacking #Trump2016 on bankruptcy then giving Rubio a softball? #GOPDebate
No candidate mentioned,Negative,They obviously didn't get the memo about #SeersuckerThursday. #GOPDebate http://t.co/LZagRRtZfl
Donald Trump,Negative,"RT @VH1: Honestly, Donald Trump you were ALL types of petty at last night's #GOPDebate agRRtZfly then giving Rubio a softball? #GOPDebateaifate"
No candidate mentioned,Negative,RT @TuxcedoCat: All Republican dopefuls who say they'll take US back to 2009 on 'Day One' will never see one day in White House! #GOPDebatefat
Donald Trump,Negative,Trump gloating abt buying GOP+Dem pols &amp;them doing his bidding IS my 2000s Billionaire caricature MyaCash #GOPDebate https://t.co/5spmU3csIc
No candidate mentioned,Positive,RT @peddoc63: Go Carlyada)GOP+Dem pols &amp;them doing his bidding IS my 2000s Billionaire caricature MyaCash #GOPDebate https://t.co/5spmU3csIc
No candidate mentioned,Negative,RT @Daenerys: Listening to the #GOPDebate like http://t.co/3JrCuQdAFu
Rand Paul,Positive,RT @ScorpionsPriest: Best moment of the #GOPDebate last night: Rand telling Christie to go get another hug from Obama.
No candidate mentioned,Negative,RT @JohnFugelsang: If you missed either #GOPDebate all you need to know is there's no $ for struggling Americans and unlimited $ for war.
Jeb Bush,Negative,RT @pfikac: .@JebBush 'We are on the verge of the greatest time to be alive in this world but Washington is holding us back' #mysa #txlege 3cs
Donald Trump,Negative,RT @DrMartyFox: #Trump Wins Drudge  Debate Poll   greatest time to be alive in this world but Washington is holding us back' #mysa #txlege 3csIc
No candidate mentioned,Positive,"RT @SiteROI: @GovernorPerry fights back against ""what will you do abt immigration"" Q. Says border is porous, and that must be fixed first. t t"
No candidate mentioned,Negative,Summary is the #GOPDebate: Status quo shit show
No candidate mentioned,Negative,RT @ThePatriot143: Debbie Blocks Tweeter Who Questioned Dem Debate Schedule  http://t.co/gXNa0TOqaQ #GOPDebate @DWStweets http://t.co/kxIKF3cs
No candidate mentioned,Negative,"RT @sallykohn: Hey look, itn though)eter Who Questioned Dem Debate Schedule  http://t.co/gXNa0TOqaQ #GOPDebate @DWStweets http://t.co/kxIK"
Marco Rubio,Neutral,"RT @TheBaxterBean: Rubio Budget Raises MiddleClass Taxes, Adds $4.5T Deficit, Cuts InvestmentTax To $0 http://t.co/9S9NuVSAf7 #GOPDebate ht3cs"
No candidate mentioned,Negative,RT @ChrisJZullo: Last night at the #GOPdebate all I saw was a bunch of Rich and Old despots with ZERO solutions to our nations problems #un3cs
No candidate mentioned,Neutral,RT @NancyOsborne180: #GOPDebate #BATsAsk @BadassTeachersA #TBATs Debate over We learned nothing new  http://t.co/VMtnRi7xev http://t.co/6mt3cs
No candidate mentioned,Negative,RT @RFHKerry: If you think ANY of these people are qualified...unfollow me.  #GOPDebate
Ben Carson,Neutral,RT @Bipartisanism: Ben Carson spoke about science at the #GOPDebate and @neiltyson was like: http://t.co/bYoOH7i3N6
No candidate mentioned,Negative,Who's the real illegal alien- #GOPDebate  Farrakhan on Immigration  the Mexican Bor... https://t.co/lkLfFN2LFy via @YouTube
No candidate mentioned,Negative,#GOPDebate The talking heads put on the debate now the talking heads are telling us how the debates went. Maybe we wasted our time watching
Donald Trump,Neutral,RT @STEEL5757: velking heads put on the debate now the talking heads are telling us how the debates went. Maybe we wasted our time watching3csIc
Donald Trump,Positive,"#Trump is right about @megynkelly but really needs to study Matthew 7, verses 3-5. #GOPDebate  https://t.co/ygNprhiehV"
Donald Trump,Neutral,RT @AC360: It wasnof Browardkelly but really needs to study Matthew 7
Donald Trump,Neutral,#GOPDebate in one picture http://t.co/WMmucJUqJu
No candidate mentioned,Negative,"RT @maureenjohnson: ""Where do you think women should sleep when they have The Curse? The shed? Or in an open field, not on your property?' ted"
Ben Carson,Negative,"""I think God's a pretty fair guy"" -Ben Carson, neurosurgeon, on his belief modern day taxation should be based on an ancient book #GOPDebate"
Donald Trump,Negative,"RT @NancyLeeGrahn: The cheers from #GOPDebate  audience afterTrump defiantly named @Rosie as the woman he called ""Fat Pig"" were the voices : T"
No candidate mentioned,Negative,"#BlackLives don't matter, apparently, to Republican candidates for president  http://t.co/8rfevFWSXx / or to @FoxNews #uniteblue #GOPDebate"
No candidate mentioned,Negative,"Overall the main thing we learned from the #GOPDebate is that only straight, white, men matter."
No candidate mentioned,Positive,"@USFree4life I thought @seanhannity had the best post #GOPDebate interviews of the night, gave them all a chance 2straighten their position."
Donald Trump,Negative,"RT @JohnKasich: Hey @RealDonaldTrump, if you're still looking to chip in, check out http://t.co/dy8KnZ122T  #GOPDebate"
No candidate mentioned,Negative,"@megynkelly @BretBaier #ChrisWallace, #America is criticizing UR PERFORMANCES during #GOPDebate b/c U did a REALLY bad job as ""moderators."""
Mike Huckabee,Negative,"??S@GovMikeHuckabee: Luntz: ""As the lines go up, they almost reach 100. It almost never happens in the dial research we do."" #GOPDebate rigged"
Donald Trump,Negative,RT @oftenimprudent: I wish we could teach teenage girls to love themselves as much as Donald Trump loves himself. #GOPdebate
No candidate mentioned,Negative,RT @AmyMek: Conservatives are a people without a Network!   #GOPDebate @FoxNews
No candidate mentioned,Negative,RT @BHowl_: How come there's no talk about climate change? Has anyone here even seen California right now? #GOPDebate #DebateWithBernie
No candidate mentioned,Neutral,RT @travisconsidine: .@GovernorPerry #GOPDebate Performance Review-Reel: https://t.co/o5QUROZbku #Perry2016
No candidate mentioned,Negative,"RT @ChrisJZullo: Last night they could have have raised their hands. I'm a spoiled billionaire, I'm an oligarch, I'm a racist, I'm a religi.cs"
Ben Carson,Positive,"#GOPDebate 2016 #teamdrbencarson @RealBenCarson  WOW! Brilliant, Cool, Calm &amp; Collected.#empowering"
Ted Cruz,Neutral,"RT @SooperMexican: Ted Cruz doesn't appreciate your emphatically sarcastic air quotes, megan kelly. #GOPDebate"
No candidate mentioned,Negative,"RT @BenJamminWalker: Under no circumstances should 10 men dictate abortion rights to women. It's the 21st Century, we are better than that..cs"
Donald Trump,Positive,RT @DanScavino: #GOPDebate Winner! Drudge 50% (187K) @realDonaldTrump  TIME 46% (25K) @realDonaldTrump  FOXSD 49% @realDonaldTrump http://t.cs
No candidate mentioned,Negative,"RT @JoePrich: .@megynkelly  In 2012 you chided @CandyCrowley for ""going from objective moderator to active participant"" #GOPDebate http://t mo"
Donald Trump,Negative,#GOPDebate @FoxNews @realDonaldTrump  in1996 you called @billclinton a two timing slut.  Do you stand by that statement!?
No candidate mentioned,Negative,RT @renomarky: eratorsealDonaldTrump  in1996 you called @billclinton a two timing slut.  Do you stand by that statement!?naldTrump http://t.csIc
Marco Rubio,Positive,IMHO #GOPDebate  winners #MarcoRubio #Kasich #DonaldTrump  Losers #ScottWalker #RandPaul #BenCarson  All others were completely forgettable
John Kasich,Positive,RT @JohnKasich: SMALLER GOVT: Ohio government payroll is smaller than it's been in 3 decades. http://t.co/IGfIF4J1TT #GOPDebate http://t.co.cs
No candidate mentioned,Neutral,RT @zellieimani: Twitter Users Takeover #GOPDebate Hashtag to Drag GOP Candidates https://t.co/lMzNoMpFMW #KKKorGOP http://t.co/EWEz899A0c
Jeb Bush,Negative,"RT @JebBush: ""Challenging the teacher's unions and beating them is the way to go."" hallenging the teacher's unions and beati"
No candidate mentioned,Neutral,RT @billyeichner: Thank you all for watching the #GOPDebate tonight. @julieklausner and I had a blast writing it.
Donald Trump,Negative,@theblaze The REAL war on women!@realDonaldTrump @megynkelly @rushlimbaugh #GOPDebate @AnnCoulter
No candidate mentioned,Neutral,"RT @GovernorPerry: .@GovernorPerry's ""On Fire"" Debate Performance https://t.co/aRmJN6vwPG #GOPDebate #Perry2016 #tcot"
No candidate mentioned,Neutral,RT @blowticious: Pro-life Republicans be like #GOPDebate http://t.co/bIOXOpLEjn
No candidate mentioned,Neutral,RT @GovernorPerry: ICYMI: @GovernorPerry on Border Security/Illegal Immigration #GOPDebate  #Perry2016 #tcot https://t.co/1S25d2D0nK
Donald Trump,Negative,RT @AllThingsFlynn: This Trump vs. Fox News conflict is quite the conundrum. It #GOPDebate  #Perry2016 #tcot https://t.co/1S25d2D0nK899A0co.csIc
No candidate mentioned,Positive,RT @CarlyFiorina: I know how extraordinary this nation is. #GOPDebate
No candidate mentioned,Negative,"RT @LAXnOREOS: Meanwhile, in the White House...  #GOPDebate http://t.co/mFs7ixFOVC"
Marco Rubio,Positive,"#rubio still my preference but i can see point of his critics over opportunism, inconsistency #gopdebate"
Donald Trump,Positive,Did @realDonaldTrump ever tell @megynkelly to go wait in the car? Her bad attitude suggests it. #WarOnWomen #GOPDebate
