"tweet_id","candidate","name","tweet_created","tweet_location","user_timezone","retweet_count","text"
"ID708055638207758336","Trump","Kevin B Snyder","03/10/2016 17:23","North Carolina","Atlantic Time (Canada)","85","RT @tgradous: #Trump Has The Lowest Favorability Ratings
EVER For a Frontrunner
https://t.co/HDXsoYyS5o¡­
#GOPDebate
#NeverTrump https://t.c¡­"
"ID708089898738253825","Trump","TweetThis","03/10/2016 19:39","","Eastern Time (US & Canada)","800","RT @JaredWyand: Retweet if @RealBenCarson is the #1 person you'd like to see join the Trump movement

Join us Dr. Carson

#GOPDebate https:¡­"
"ID707923235808153604","Kasich","Enquirer","03/10/2016 08:37","Ohio and Kentucky","Eastern Time (US & Canada)","8","RT @CThompsonENQ: Fact check: 4 Kasich #GOPdebate claims. (Spoiler: Rumsfeld tells me he did involve Kasich at Pentagon post 9/11) https://¡­"
"ID707955804926705664","Trump","anarchitect","03/10/2016 10:46","Chicago","Mountain Time (US & Canada)","0","The week after a #GOPDebate the media has a feeding frenzy on the stupidity. The day after a #DemDebate and the media is still talking Trump"
"ID708099647349239809","Trump","The Columbia Bugle","03/10/2016 20:18","Washington, DC","Pacific Time (US & Canada)","0","Donald Trump's Policy Positions @benshapiro @DrSueDVM #GOPDebate #CNNDebate #DonaldTrump #CruzCrew #FloridaPrimary  https://t.co/071SAWMNDK"
"ID708099827825905664","Cruz","unitedstudentsunion","03/10/2016 20:18","",,"2","RT @Polls4Politics: Which fight will be most common tonight? #GOPDebate #CNNDebate #debate #republicandebate #Trump #cruz #rubio #kasich"
"ID708091783083728896","Trump","Chinese??Trump","03/10/2016 19:46","Camarillo, CA","Pacific Time (US & Canada)","225","RT @immigrant4trump: Ben Carson to Endorse Trump! on Friday
https://t.co/BVFGZvZfbx #Trump2016 #BenCarson #VoteTrump #GOPDebate https://t.c¡­"
"ID708106662297481216","Trump","Trailer Park Scum","03/10/2016 20:45","Las Vegas, NV","Pacific Time (US & Canada)","8","RT @Shitords4Kasich: #GOPDebate Trump needs to enter this debate like this - https://t.co/BDcUjjkE5Y"
"ID708081783355609088","Trump","Arnaud Vieuxpont","03/10/2016 19:07","Shreveport, LA",,"225","RT @immigrant4trump: Ben Carson to Endorse Trump! on Friday
https://t.co/BVFGZvZfbx #Trump2016 #BenCarson #VoteTrump #GOPDebate https://t.c¡­"
"ID708088740556705792","Trump","Bob G. 4 Trump 2016","03/10/2016 19:34","Pennsylvania, USA",,"16","RT @PatriotByGod: #AlwaysTrump because these #GOPDebate 's have become a STOP TRUMP exhibition more than a job interview for POTUS."
"ID708075214274301952","Trump","Cafe Batavia","03/10/2016 18:41","","Pacific Time (US & Canada)","196","RT @MIAMIforTRUMP: Don't forget! ?????The Media lies!????? #MakeAmericaGreatAgain #Trump2016 #TrumpRally #TrumpTrain #TRUMP #GOPDebate http¡­"
"ID708109716992368641","Trump","Tiffany","03/10/2016 20:58","Lexington, SC","Pacific Time (US & Canada)","56","RT @whignewtons: Trump only candidate who doesn't bow his head or close his eyes for moment of silence for Nancy Reagan. #GOPDebate"
"ID708100410418933764","Cruz","Will Murray","03/10/2016 20:21","Ottawa","Quito","0","Republicans having to talk themselves into Ted Cruz has been pretty incredible to watch. #GOPDebate"
"ID708102319024566276","Trump","Tattle Tot","03/10/2016 20:28","Philadelphia, PA","Eastern Time (US & Canada)","0","Donald Trump: Worse than Hitler ¨C #GOPDebate  https://t.co/RU6sJOJ8m8"
"ID708108629791137793","Rubio","RustyHitchbaugh","03/10/2016 20:53","Living as free as can be.",,"0","I disagree. NC goes T, MO goes C, OH goes anyone but Rubio.
@DocThompsonShow 
#GOPDebate  https://t.co/3qGhxMJAkB"
"ID708086642729426944","Cruz","Karen D. Scioscia","03/10/2016 19:26","","Pacific Time (US & Canada)","25","RT @immigrant4trump: MSNBC: 8PM Town Hall with Rubio 735,000 viewers
Fox News: 9PM: Cruz 2.4 million 
Fox News: 10PM:Trump 2.61 million #Tr¡­"
"ID708052031139807233","Trump","Elizabeth Anderson","03/10/2016 17:08","",,"8","RT @peddoc63: Trump rallies are reminiscent of the Jerry Springer Show?#GOPDebate #DumpTrump @CupcakesTLH https://t.co/mqvb3ZwQ2z https://t¡­"
"ID708085639334354944","Trump","Mike Crooks","03/10/2016 19:22","Texas","Central Time (US & Canada)","313","RT @immigrant4trump: Luther Campbell on CNN ""Rappers will support Trump.Trump taps into what people won't say aloud""#Trump2016 #GOPDebate h¡­"
"ID708107070206115841","Rubio","Charley Cowens","03/10/2016 20:47","Kensington, CA 94707","Pacific Time (US & Canada)","21","RT @FiveThirtyEight: It hasn¡¯t done him much good, but Rubio has a clear lead in endorsements. https://t.co/4Xuserzcmv #GOPDebate"
"ID708094929348775936","Trump","Gina","03/10/2016 19:59","Florida, USA",,"39","RT @PattonDivision: Ben Carson to endorse Donald Trump before crucial Florida primary
#GOPDebate #VoteTrump #FLPrimary
https://t.co/j8JwiK2¡­"
"ID708086497866481664","Trump","Bernard Catania","03/10/2016 19:25","Illinois, USA",,"3","RT @TheRoguesy: https://t.co/8fX4U0HtZz Thousands of Pensylvania #Democrats have turned #GOP because of #TRUMP! #Trump2016 #GOPDebate #Make¡­"
"ID708097700177321984","Kasich","Letterman Thanks","03/10/2016 20:10","",,"0","All I'm saying is I've never seen John Kasich and Garry Shandling in the same room.  #GOPDebate"
"ID708047049581666307","Trump","SavingtheRepubliccom","03/10/2016 16:49","","Pacific Time (US & Canada)","52","RT @tgradous: Donald Trump Stiffed
Casio Builders While
Spending ?1 Million
https://t.co/jKq6e5WJ6f
#GOPDebate 
#NeverTrump https://t.co/uw¡­"
"ID708098591324119040","Trump","Emilio Galvan","03/10/2016 20:13","Roseville, Minnesota","Central Time (US & Canada)","20","RT @janicemin: TV's Trump bump: Republican debates have 3x ratings of those four years ago #GOPDebate https://t.co/9A2SvZ55Uz https://t.co/¡­"
"ID708098799890108416","Trump","Carlitos","03/10/2016 20:14","Lewisville - College Station","Central Time (US & Canada)","61","RT @KyleKulinski: Ben Carson endorsing Trump means Trump locks up the 'sleep walking' demographic. #GOPDebate"
"ID708084293742891008","Trump","Gaucho_Usa","03/10/2016 19:17","usa","Pacific Time (US & Canada)","1169","RT @cnnbrk: Ben Carson will endorse Donald Trump Friday, sources tell CNN. Watch #GOPdebate live tonight at 8:30 p.m. ET https://t.co/FzIuX¡­"
"ID708108893461807104","Trump","Perlina","03/10/2016 20:54","Rural Kentucky",,"13","RT @peddoc63: I hope #Trump loses his cool again &talks about penis size& loses most voters on #SuperTuesday #GOPDebate #CNNDebate https://¡­"
"ID707831920655245312","Trump","Trump Revolution","03/10/2016 02:34","Orange County Ca. ",,"33","RT @TheLoudMajority: Trump Dominates in Michigan!  See Local Paper.
#TrumpTrain
#Trump2016
#TrumpFlorida
#GOPPrimary
#GOPDebate
#Winning ht¡­"
"ID708094900198359042","Cruz","Esmeralda cortes fe","03/10/2016 19:59","",,"5","RT @MiamiHerald: Marco Rubio, Donald Trump, Ted Cruz supporters talk politics before #GOPDebate at UM https://t.co/9YRtn1nuTO https://t.co/¡­"
"ID708079667157159936","Trump","Monica Guzman","03/10/2016 18:58","California","Pacific Time (US & Canada)","0","Carson is ENDORSING Trump .... What ?!?!?!?! Amazing ... Looks like Carson does have his head on straight after all #GOPDebate #cnn"
"ID708056168346689536","Trump","V","03/10/2016 17:25","Reality","Pacific Time (US & Canada)","0","Absurd there is another #GOPDebate tonight. You will learn nothing new. Prediction: TRUMP WILL get attacked FROM EVERY ANGLE."
"ID708106034691309568","Trump","The Penthouse Newz","03/10/2016 20:43","#TrumpAlways","Eastern Time (US & Canada)","56","RT @WayneDupreeShow: Caller 5  from NY- I voted for Bill Clinton, now I am switching to Trump 

Call in ? 202 470 6738

https://t.co/cSgpDM¡­"
"ID708077723822850048","Rubio","cleaner1","03/10/2016 18:50","",,"135","RT @immigrant4trump: Trump (2-5): Orlando, FL: 20,000
Rubio (2-9): Hialeah, FL: Few 100
?https://t.co/mRK1jWWJ0N #Trump2016 #GOPDebate http¡­"
"ID708109712181428224","Trump","Elisa Pettit","03/10/2016 20:58","Chattanooga",,"7","RT @ameripundit: Anderson Cooper, Donald J Trump NEVER has a ""bad debate night."" #GOPDebate Watch the Drudge poll afterwards."
"ID708091723864526848","Trump","Phishie from Philly","03/10/2016 19:46","Phishie from Philly, PA USA","Eastern Time (US & Canada)","17","RT @scottienhughes: Talking @realDonaldTrump & tonight #GOPDebate w @CBSNLive Tune in NOW! #Trump"
"ID708108200822702081","Trump","I.M. Important","03/10/2016 20:52","Over There","Pacific Time (US & Canada)","0","Donald Trump likes to serve you bullshit, but call it a ""gourmet meal.""
Don't eat up his bullshit
#GOPDebate
#drumpf https://t.co/dgBHyK7EDM"
"ID707854933199077376","Trump","?@???????@?","03/10/2016 04:05","??? ???? ??? ???. C.33.01.","London","0","If you've followed these political debates, then tonight should be very interesting for Donald Trump, it could be catastrophic.

#GOPDebate"
"ID708052111074811904","Trump","mojave rattler","03/10/2016 17:09","Nevada, USA",,"15","RT @USAforTrump2016: CNN Republican Debate TONIGHT! 8:30pm! Tune in and support @realDonaldTrump #TrumpTrain #TeamTrump #Trump #GOPDebate #¡­"
"ID708107814368120836","Trump","Shaun Metzger","03/10/2016 20:50","Tampa","Quito","0","Sorry, @GOP. #Trump is a no-go. Nice try. #GOPDebate"
"ID708103910989246466","Trump","jennifer","03/10/2016 20:35","texas","Eastern Time (US & Canada)","1169","RT @cnnbrk: Ben Carson will endorse Donald Trump Friday, sources tell CNN. Watch #GOPdebate live tonight at 8:30 p.m. ET https://t.co/FzIuX¡­"
"ID708080186525413376","Trump","Mathieu Boivin","03/10/2016 19:00","Qu¨¦bec",,"4","RT @natnewswatch: Ben Carson to endorse Donald Trump - CNN reporting. @realDonaldTrump #GOPDebate #GOP"
"ID708105509371564033","Trump","Intel Gator","03/10/2016 20:41","",,"0","African Americans behind Trump. We all want our jobs back #GOPDebate https://t.co/OfIkhtAFVd"
"ID708099815746330624","Trump","GettinBuy","03/10/2016 20:18","Utah - 01 for #Cruz","Central Time (US & Canada)","0","I'm waiting for Bush to endorse Trump, then I'm there!
Or not... #GOPDebate  https://t.co/kK0StXP79a"
"ID708108889766625280","Cruz","Brian","03/10/2016 20:54","Boston, MA","Quito","700","RT @pattonoswalt: The fact that Kasich, Cruz and Rubio have said they'd support Trump for president disqualifies them from being President.¡­"
"ID708089439428481024","Trump","Fox News Fan","03/10/2016 19:37","Fox Nation","Central Time (US & Canada)","4","RT @brianstelter: #GOPDebate viewing guide... Trump at odds with Breitbart... Carpool Karaoke expanding... new Toobin Talking OJ... https:/¡­"
"ID708101770166177793","Trump","janice??","03/10/2016 20:26","city of trees via DC","Mountain Time (US & Canada)","7","RT @RevoltTV: HERE'S WHY TONIGHT'S #GOPDEBATE MATTERS: It's the last one before Florida and Ohio vote (on 3/15). If Trump wins both, he's i¡­"
"ID708103828604751872","Trump","Random Thoughts with","03/10/2016 20:34","?T: 42.780413,-73.692826","Eastern Time (US & Canada)","0","In this corner... The Donald ""tiny hands"" Trump #GOPDebate"
"ID708107761502932992","Trump","David Col¨®n","03/10/2016 20:50","",,"0","With all these #GOPDebate 's, it's like a season of the Apprentice with Trump trying to win. I'm waiting to hear ""You're Fired!"" #CNNDebate"
"ID708103019800309760","Cruz","Pinche Tubbs","03/10/2016 20:31","McDonald's",,"46","RT @KyleKulinski: Imagine what the debates would be like with just Trump & Cruz? 50% anti-gay bible verse quotes & 50% penis-measuring cont¡­"
"ID707914704136577024","Trump","Wattafrog","03/10/2016 08:03","",,"43","RT @Art05hr3d: https://t.co/x2msN81vwI
#OhioPrimary #FloridaPrimary  #Trump2016 #GOPDebate  #MakeAmericaGreatAgain
Carpe Diem https://t.co/¡­"
"ID708108501352992768","Cruz","Abram Reyes","03/10/2016 20:53","Austin, Texas","Central Time (US & Canada)","700","RT @pattonoswalt: The fact that Kasich, Cruz and Rubio have said they'd support Trump for president disqualifies them from being President.¡­"
"ID708030050201948160","Trump","LaurenBGlassman","03/10/2016 15:41","New York","Central Time (US & Canada)","313","RT @immigrant4trump: Luther Campbell on CNN ""Rappers will support Trump.Trump taps into what people won't say aloud""#Trump2016 #GOPDebate h¡­"
"ID708104207774011392","Trump","Joe Wosik","03/10/2016 20:36","San Mateo, CA","Pacific Time (US & Canada)","1","DONALD TRUMP- Billionaire playing to RUBES that cannot resist his pornstar wife thinking some day THAT WILL BE THEM!! #GOPDebate"
"ID708054750445445120","Kasich","Jeff  Carter","03/10/2016 17:19","New York     Los Angeles","Pacific Time (US & Canada)","0","Please watch the #republicandebate tonight and join @JeffCarter111 on #Twitter. #Kasich4Us #Kasich #Cruz2016 #Rubio #Trump2016 #GOPDebate"
"ID708058287636254721","Trump","hugoe","03/10/2016 17:33","Los Angeles CA",,"24","RT @WomanVote: #GOPDebate @thehill #Trump has a pattern of HATE! #GOP #No2KKK #FireWallHate #USlatino #BlackVote #Youth Response -> https:/¡­"
"ID708041327234183168","Cruz","Hatwoman","03/10/2016 16:26","","Central Time (US & Canada)","59","RT @peddoc63: My Friends we have a choice! Democrats favorite deal maker or Ted Cruz! #ChooseCruz #CruzCrew #Pjnet #GOPDebate https://t.co/¡­"
"ID707963045952233473","Cruz","potus2016","03/10/2016 11:15","","Central America","0","Hyped on Twitter (hour) GOP 60min:
1 Trump 6526
2 Cruz 1423
3 Rubio 751
4 Kasich 722
#GOPDebate https://t.co/zycaeVjJVF"
"ID707996320674529280","Cruz","Beth Ann","03/10/2016 13:27","",,"0","#GOPDebate Cruz' spokesman referenced Donald Trump supporters as iliterit  in Politics. Guess what, we're not. We know more then you think."
"ID708109998170083328","Trump","Steven Patella","03/10/2016 20:59","",,"63","RT @Veteran4Trump: Report: Conservative favorite Ben Carson plans to endorse Trump https://t.co/VY2c8ymZDa #GOPDebate #Trump2016 #OhioForTr¡­"
"ID707983814937587712","Trump","Donna Uzzell","03/10/2016 12:37","",,"684","RT @tedcruz: If you don¡¯t want Donald Trump to be the nominee, join our campaign: https://t.co/R1EkwUz9Id #GOPDebate https://t.co/FTjNYYq11R"
"ID708104903881834497","Trump","Ryan Witt","03/10/2016 20:38","St. Louis","Central Time (US & Canada)","1","Donald Trump is more truthful than the CNN countdown clocks. #GOPDebate  https://t.co/wdNizh6fCt"
"ID708108050784104448","Trump","Suzanne Lamminen","03/10/2016 20:51","League City, TX",,"53","RT @NatureGuy101: Please RT if you agree Donald Trump would be bigger degradation to American than George W Bush #GOPDebate #UniteBlue http¡­"
