"tweet_id","candidate","name","tweet_created","tweet_location","user_timezone","retweet_count","text"
"703092678280351744","Rubio","Chris Loyst","02/26/2016 00:42","Toronto","null","75","RT @TaxWallStParty: #GOPDebate -#Rubio thinks #PuertoRico #Debt is real,Completely ignores #Derivative losses -Can you restore economy thro��"
"703091736914989056","Kasich","Fiona Alicock","02/26/2016 00:38","New York","null","2688","RT @PoliticsJim: Kasich talks tough to CNN right now how he is going to win some northern states & then stay in the whole way... he's bad a��"
"703092625264369664","Trump","#TeamTrump","02/26/2016 00:41","California, USA","null","20","RT @amschultz71: .@realDonaldTrump Congratulations?11 #GOPDebate polls AMAZING??Including winning @Telemundo ??
#TrumpTrain ??
#Trump https��"
"703090540540133376","Trump","comebymidnight","02/26/2016 00:33","Fredericton","Brasilia","13","RT @Ed_Samaniego: It only took 8 months, but Donald J. Trump finally got jumped at a #GOPDebate tonight. https://t.co/YLrvTXpknn"
"703089044385767424","Rubio","Kathy Hoffman","02/26/2016 00:27","Sanford, Florida","Eastern Time (US & Canada)","422","RT @clayaiken: Ha ha. #soundbite Marco Rubio ... every singe one of your lines is so obviously rehearsed. #GOPDebate"
"703093363042439168","Trump","Stevo","02/26/2016 00:44","Nevada, USA","null","33","RT @thehill: Trump praises Planned Parenthood: It helps ""millions of women"" https://t.co/s8gaseRP03 #GOPdebate https://t.co/yqjm698cIE"
"703089486851231744","Cruz","Trumppin","02/26/2016 00:29","United States","Mountain Time (US & Canada)","183","RT @JaredWyand: Cruz hasn't lead the fight to do anything...

He performs political theatre when outcomes of bills are forgone conclusions
��"
"703093422622519296","Trump","Tricia","02/26/2016 00:45","Natural Born~USA","Central Time (US & Canada)","3","RT @cat_1012000: LOL.. Drudge Report poll #GOPDebate is beginning to look like the #NVcaucus #Trump #Trump #Trump"
"703091146864459778","Kasich","Molly Berdwell","02/26/2016 00:36","Olympia","null","2688","RT @PoliticsJim: Kasich talks tough to CNN right now how he is going to win some northern states & then stay in the whole way... he's bad a��"
"703091464490733568","Kasich","Laurie Bird","02/26/2016 00:37","Frankfort","null","2688","RT @PoliticsJim: Kasich talks tough to CNN right now how he is going to win some northern states & then stay in the whole way... he's bad a��"
"703093996847964160","Trump","Q2","02/26/2016 00:47","?_(��)_/? Texas of course!","Central Time (US & Canada)","259","RT @BradThor: In #GOPDebate Trump once again proves that he's all flash and zero substance.  Couldn't answer a single policy question.  Unf��"
"703090965532114945","Rubio","Jean El-Bacha","02/26/2016 00:35","null","null","396","RT @RaniaKhalek: Rubio: Palestinians ""teach their 4-year-old children to kill Jews."" He's confused. Israel kills 4-year-old Palestinian chi��"
"703090554075291649","Rubio","Sadie Martinez","02/26/2016 00:33","kyctcOL ","Eastern Time (US & Canada)","237","RT @jonahrzink: Did anyone else notice something off about Marco Rubio tonight? #GOPDebate https://t.co/sBDCHHCU0v"
"703091668715606017","Trump","Lady Of The Kingdom","02/26/2016 00:38","Vineam Deus","Quito","0","..10th #GOPDebate..Trump Understands The Health Needs Of Women Met Through PlannedParenthood.But Should Be Defunded https://t.co/mDyqDBn61P"
"703091278821462017","Kasich","Lillian Shiveley","02/26/2016 00:36","null","null","2688","RT @PoliticsJim: Kasich talks tough to CNN right now how he is going to win some northern states & then stay in the whole way... he's bad a��"
"703085637470007296","Carson","Benzie Johnson","02/26/2016 00:14","Albany, New York","Eastern Time (US & Canada)","1","RT @AnthArmentano: Too bad Dr. Carson's hands are connected to Dr. Carson's brain. #GOPDebate #GOP"
"703095828659851264","Trump","JAS","02/26/2016 00:54","Hollywood, CA","Pacific Time (US & Canada)","0","Who the fuck are these people voting for Trump? Did they even watch the debate? #GOPDebate https://t.co/s6g3LuNqEw"
"703086805411864577","Carson","John Avlon","02/26/2016 00:18","New York City","Eastern Time (US & Canada)","2","RT @SXMInsight: ""Can we talk for a second about Ben Carson's epic weirdness tonight?"" -@JohnAvlon #GOPDebate #fruitsalad ?"
"703094902087749633","Trump","Charles","02/26/2016 00:51","null","null","229","RT @BradThor: The fact that Trump would come to #GOPDebate without a single policy position shows how unserious he is as about the presiden��"
"703090034212114432","Kasich","Erin Withans","02/26/2016 00:31","null","null","16","RT @Shakestweetz: Kasich just signed legislation to defund @PPact but is regarded as moderate just b/c he doesn't holler like an electrifie��"
"703096511836479488","Trump","realbigstriper","02/26/2016 00:57","null","Pacific Time (US & Canada)","33","RT @Cons_Nation: Go Trump! #GOPDebate  https://t.co/wqGwtyLb5p"
"703092403238883330","Carson","Lions Whelp","02/26/2016 00:41","FEMA REGION 6","null","532","RT @DanScavino: Dr. Carson is correct. The moderators have completely ignored him since the #GOPDebate began."
"703090978744201216","Trump","localjerznews","02/26/2016 00:35","null","null","0","""We have to go local."" -Trump. But we make all of our clothing in Mexico or China.  ........This checks out #GOPDebate"
"703092900662358016","Trump","Melissa","02/26/2016 00:43","NYC","Eastern Time (US & Canada)","178","RT @BradThor: The only way Trump won tonight's #GOPDebate, would be if this was the scorecard... https://t.co/5Q7HoHJz9H"
"703089921783783424","Trump","ian brock","02/26/2016 00:31","Loveland, CO","null","373","RT @pattonoswalt: ""Let's fuck, America. Let's fuck our way to freedom."" -- Donald Trump #GOPDebate"
"703091520543404033","Trump","Comicbook Evangelist","02/26/2016 00:37","Perth, West Aus","Hawaii","5","RT @ronmarz: Son, just now: ""Donald Trump's hair reminds me of the opening of 'The Big Lebowski.' "" #GOPDebate https://t.co/5PbPnluX9R"
"703090459015569408","Cruz","Michael Lampers","02/26/2016 00:33","Perdition","Eastern Time (US & Canada)","0","@Glenn__Kenny  Ted Cruz left some of his notes behind on the podium at the #GOPDebate https://t.co/qVQIaE4cVy"
"703089563435028480","Kasich","Pansi Warren May","02/26/2016 00:29","Las Vegas, NV","Hawaii","6","RT @JackieMDorman: Real solutions for real problems. Don't sleep on #kasich because he isn't as entertaining as the three stooges. The only��"
"703096707244949504","Cruz","Lori Singer","02/26/2016 00:58","Bloomfield Hills, MI","Eastern Time (US & Canada)","1","RT @Padoozles: I thought Ted Cruz was supposed to be some master debater.  What did he do with that Harvard education?  Showed badly tonigh��"
"703091719118524416","Kasich","Monica Knoyll","02/26/2016 00:38","Little Rock","null","2688","RT @PoliticsJim: Kasich talks tough to CNN right now how he is going to win some northern states & then stay in the whole way... he's bad a��"
"703089149432037376","Trump","that foreign","02/26/2016 00:28","DM{V}","null","7","RT @DLoIndustries: Let Trump tell you how Bankruptcy works. He's used it enough times. #GOPDebate"
"703089698101592064","Trump","Niamh Hogan","02/26/2016 00:30","Tuam, Ireland","Dublin","486","RT @pattonoswalt: Trump would be GREAT to negotiate peace for Israel. Has he said anything bad about Muslims recently? #GOPDebate"
"703089876661448704","Kasich","ShellyLou(LouShelly)","02/26/2016 00:31","null","Pacific Time (US & Canada)","22","RT @SteveForbesCEO: #GOPDebate: Great answer by Kasich on foreign policy."
"703092285156626432","Trump","James Dubhthaigh","02/26/2016 00:40","Scotland","London","321","RT @thehill: BREAKING: Online polls say Trump resounding winner of #GOPdebate https://t.co/gKUO3l0m4a https://t.co/dRJOWzDxp9"
"703091864870715392","Trump","Brent Diehl","02/26/2016 00:38","None of your fing business","null","547","RT @FrankLuntz: Trump's commitment to religious liberty hits 80% with my focus group.

Now you know why he's doing well among evangelicals.��"
"703096472116396032","Cruz","Ego Altered","02/26/2016 00:57","null","null","169","RT @NRO: Cruz gets Sasse-y about it
#GOPDebate https://t.co/JEbHzLfaeF"
"703095901955297280","Cruz","Cracking Ceilings","02/26/2016 00:55","United States","Pacific Time (US & Canada)","3","RT @MavrickSpinster: #GOPDebate Cruz says last 8 @RealClearNews polls say he would beat @HillaryClinton #InYourDreams #BringIt #Landslide #��"
"tweet_id","candidate","name","tweet_created","tweet_location","user_timezone","retweet_count","text"
"703090804169023488","Trump","Donald Trump  News","02/26/2016 00:34","null","null","0","Donald Trump wants to abolish the Department of Education because they told him ""bigly"" isn't actually a word. #GOPDebate"
"703092393176748037","Trump","Chocker Darth Kitteh","02/26/2016 00:41","Clevelander living in Idaho","null","343","RT @MattWalshBlog: Um, Trump, judges don't sign bills. Do you even know how the government works? #GOPDebate"
"703089593483075585","Cruz","Ken McLaughlin","02/26/2016 00:29","San Jose, California","Pacific Time (US & Canada)","2","RT @hooverwhalen: #Cruz having to push #WolfBlitzer to get in a word on #Obamacare, It may be #Cruz's city and state. So far, it's not been��"
"703089437631188992","Trump","SkyMax ??","02/26/2016 00:29","null","Eastern Time (US & Canada)","289","RT @KLSouth: Sen. Sessions: #Trump is very strong & nobody comes close on trade policy. Full? https://t.co/e7PJ8EVHa0 https://t.co/ofK3hYzk��"
"703091652504629249","Kasich","Natalie Berdwell","02/26/2016 00:38","Detroit","null","2688","RT @PoliticsJim: Kasich talks tough to CNN right now how he is going to win some northern states & then stay in the whole way... he's bad a��"
"703092896518393856","Trump","Quints Bakery","02/26/2016 00:43","null","null","112","RT @Brannon1066: if trump isn't elected the 2020 debates will be in spanish. #GOPDebate"
"703096672302161921","Trump","realbigstriper","02/26/2016 00:58","null","Pacific Time (US & Canada)","45","RT @Trump2016Donald: New wall street journal poll has donald trump winning! @realDonaldTrump @DonaldJTrumpJr @EricTrump #GOPDebate https://��"
"703091285461053441","Kasich","Amy Pinnock","02/26/2016 00:36","Alaska","null","2688","RT @PoliticsJim: Kasich talks tough to CNN right now how he is going to win some northern states & then stay in the whole way... he's bad a��"
"703089387211399172","Cruz","David Foran4Cruz","02/26/2016 00:29","Dallas, TX","Central Time (US & Canada)","115","RT @toddstarnes: Cruz: Donald funded the Gang of 8 #TRIPLE #BOOM #GOPDebate"
"703091402562002944","Trump","Rebecca L Baldwin","02/26/2016 00:37","Louisville, KY","Eastern Time (US & Canada)","14","RT @PolitiBunny: Sorry, Drudge probably had Trump listed as the winner before the #GOPDebate even began. How many times did you vote? https��"
"703091567003721729","Cruz","Debra Corbett","02/26/2016 00:37","null","null","2","RT @catsune: ""@KLSouth: Why has #Cruz sealed his records? Are we not tired of sealed records? #GOPDebate""   
very"
"703094442274623488","Trump","Fact","02/26/2016 00:49","null","Pacific Time (US & Canada)","0","metaquest: RT badbanana: Trump touting his foreign policy experience by pointing out that he was grand marshal of a parade. #GOPDebate"
"703091375550541824","Kasich","Julie Corbett","02/26/2016 00:37","Providence","null","2688","RT @PoliticsJim: Kasich talks tough to CNN right now how he is going to win some northern states & then stay in the whole way... he's bad a��"
"703087679991390208","Cruz","toni","02/26/2016 00:22","null","null","183","RT @JaredWyand: Cruz hasn't lead the fight to do anything...

He performs political theatre when outcomes of bills are forgone conclusions
��"
"703090961778257921","Trump","Mile High Brendan","02/26/2016 00:35","Colorado, USA","Mountain Time (US & Canada)","1211","RT @BenSasse: #GOPDebate Recap
1 Trump was finally asked some real questions
2 Was there a single time where he didn't pivot straight to pe��"
"703089348887982080","Trump","Braddock Massey","02/26/2016 00:28","West Des Moines, Iowa","Central Time (US & Canada)","37","RT @SooperMexican: Trump labeled Marco a ""choke artist"" even after he absolutely obliterated him. Can't waiver on messaging.
#GOPDebate htt��"
"703095779641024512","Carson","Terri","02/26/2016 00:54","null","Central Time (US & Canada)","6","RT @GovtoftheTweeps: Carson - ""Why is no one asking me questions??""
Blitzer (thinking to himself) - ""Cause you're a major-league nutjob.""
#��"
"703096089386192896","Trump","Salute to our Troops","02/26/2016 00:55","Chicago","null","108","RT @SteveForbesCEO: #GOPDebate: Trump correct on phony ceasefire agreement in Syria."
"703091465468030977","Kasich","Lauren Spicer","02/26/2016 00:37","null","null","2688","RT @PoliticsJim: Kasich talks tough to CNN right now how he is going to win some northern states & then stay in the whole way... he's bad a��"
"703091142133329920","Kasich","Monica Wyville","02/26/2016 00:36","null","null","2688","RT @PoliticsJim: Kasich talks tough to CNN right now how he is going to win some northern states & then stay in the whole way... he's bad a��"
"703092374763737088","Carson","mulad-harry","02/26/2016 00:40","New York Shitty!!!","null","195","RT @LindaSuhler: Dr. Ben Carson: After I Spoke Out Against #Obamacare �C I Was Audited by Obama IRS
#GOPDebate
https://t.co/Zrh6pbxTda"
"703094122802905090","Carson","Macho Fury","02/26/2016 00:47","Brisbane, Australia","null","532","RT @DanScavino: Dr. Carson is correct. The moderators have completely ignored him since the #GOPDebate began."
"703091454760062976","Trump","NSA Target","02/26/2016 00:37","Long Island","Quito","65","RT @KLSouth: Wars are fought over real estate. Treaties are negotiated. #Trump is the world��s leading real estate and negotiation expert.  ��"
"703091832926765056","Cruz","Stephen Bell","02/26/2016 00:38","LA","Eastern Time (US & Canada)","731","RT @aexia: Strong words from the Cruz campaign tonight about the #GOPDebate https://t.co/odjyFAyMhr"
